0 0.0566234 0.174795 1.57412 
1 -0.000589855 0.354381 2.0867 
2 -0.000589855 0.354381 2.0867 
3 0.68953 -0.842775 1.25751 
4 0.137612 -0.72813 0.0507619 
5 -0.95078 -0.0914956 -0.616346 
6 -0.967715 0.548623 -0.668501 
7 -0.967715 0.548623 -0.668501 
8 -0.675691 0.749794 -1.70862 
9 0.403973 1.38492 -1.70397 
10 0.868987 1.0583 -1.32409 
11 0.868987 1.0583 -1.32409 
12 0.868987 1.0583 -1.32409 
13 0.868987 1.0583 -1.32409 
14 1.91613 2.15799 -0.540872 
15 1.00064 1.04169 -0.00731478 
16 1.00064 1.04169 -0.00731478 
17 1.09601 0.497168 -0.053491 
18 0.382806 -0.708184 -1.01785 
19 -0.219624 -1.60699 -0.0121981 
20 -0.870634 -0.777736 0.609728 
21 -1.61759 -1.62999 1.04706 
22 -1.61759 -1.62999 1.04706 
23 -1.61759 -1.62999 1.04706 
24 -1.42753 -0.745729 1.55123 
25 -1.42753 -0.745729 1.55123 
26 -0.472723 -1.26968 2.25604 
27 0.352843 -0.366803 2.85256 
28 -0.246073 0.524952 2.97207 
29 -0.246073 0.524952 2.97207 
30 -0.641984 1.17506 1.82061 
31 -0.641984 1.17506 1.82061 
32 -1.75056 0.119608 0.787881 
33 -1.01792 -0.858165 0.403715 
34 -1.16406 0.233417 1.44409 
35 -1.16406 0.233417 1.44409 
36 -0.353363 0.598747 0.662666 
37 -0.353363 0.598747 0.662666 
38 -0.353363 0.598747 0.662666 
39 -0.353363 0.598747 0.662666 
40 -0.107345 -0.0301315 1.30844 
41 -0.117821 0.938589 0.955939 
42 -0.117821 0.938589 0.955939 
43 -0.117821 0.938589 0.955939 
44 -0.117821 0.938589 0.955939 
45 0.192905 1.26613 -0.0180184 
46 0.192905 1.26613 -0.0180184 
47 1.154 0.489511 1.15557 
48 1.154 0.489511 1.15557 
49 1.44936 -0.386236 1.25232 
50 1.54974 -0.69735 1.65955 
51 0.756735 -1.92592 1.47449 
52 0.0285858 -3.0944 1.04039 
53 0.060192 -3.17096 1.09116 
54 -1.05757 -2.99914 2.10056 
55 -1.57618 -2.76364 1.4172 
56 -1.57618 -2.76364 1.4172 
57 -2.50323 -2.35723 1.03082 
58 -2.50323 -2.35723 1.03082 
59 -2.50323 -2.35723 1.03082 
60 -2.50323 -2.35723 1.03082 
61 -2.50323 -2.35723 1.03082 
62 -2.23662 -1.61719 0.502764 
63 -2.69469 -1.63564 1.09581 
64 -2.69469 -1.63564 1.09581 
65 -2.5367 -2.40783 1.51392 
66 -2.5367 -2.40783 1.51392 
67 -2.69979 -2.00309 1.53189 
68 -2.69979 -2.00309 1.53189 
69 -3.38152 -2.13929 1.19505 
70 -3.38152 -2.13929 1.19505 
71 -2.69497 -1.73934 0.233044 
72 -2.44317 -2.01728 0.402588 
73 -1.83298 -1.73089 1.14739 
74 -1.83298 -1.73089 1.14739 
75 -1.83298 -1.73089 1.14739 
76 -1.83298 -1.73089 1.14739 
77 -2.07307 -2.01014 0.321319 
78 -1.13543 -2.48604 -0.570632 
79 -0.178676 -1.91984 -0.13518 
80 0.703955 -0.874916 0.202627 
81 0.703955 -0.874916 0.202627 
82 0.703955 -0.874916 0.202627 
83 0.703955 -0.874916 0.202627 
84 0.703955 -0.874916 0.202627 
85 -0.293135 -1.42948 -0.666469 
86 -0.293135 -1.42948 -0.666469 
87 -0.0815405 -0.427675 -1.30892 
88 -0.0815405 -0.427675 -1.30892 
89 0.48214 0.785265 -0.598757 
90 0.48214 0.785265 -0.598757 
91 0.507907 0.514318 -1.0158 
92 0.404263 1.38388 -0.539399 
93 1.46505 1.54814 -0.433862 
94 1.46505 1.54814 -0.433862 
95 1.46505 1.54814 -0.433862 
96 0.4741 2.22949 -0.565343 
97 1.02323 2.02004 -0.540075 
98 1.02323 2.02004 -0.540075 
99 0.634169 1.70782 0.67023 
100 0.634169 1.70782 0.67023 
101 -0.136861 0.698179 1.8287 
102 0.710157 0.858109 0.613346 
103 1.17601 0.720456 1.04563 
104 1.17601 0.720456 1.04563 
105 1.17601 0.720456 1.04563 
106 2.41991 0.673905 0.468931 
107 2.41991 0.673905 0.468931 
108 2.56452 -0.232744 -0.573673 
109 1.50536 0.731636 -0.916481 
110 0.927883 0.146182 -0.501353 
111 0.927883 0.146182 -0.501353 
112 0.927883 0.146182 -0.501353 
113 0.927883 0.146182 -0.501353 
114 1.26678 -0.124928 -0.470946 
115 1.26678 -0.124928 -0.470946 
116 1.26678 -0.124928 -0.470946 
117 0.386543 -0.360133 0.525074 
118 0.373816 0.617117 0.996228 
119 0.329601 0.0354806 1.31567 
120 0.655182 0.0464519 0.230151 
121 0.655182 0.0464519 0.230151 
122 0.44366 0.185633 -0.765139 
123 0.44366 0.185633 -0.765139 
124 0.44366 0.185633 -0.765139 
125 -0.0290204 -0.126661 -0.046673 
126 -0.0290204 -0.126661 -0.046673 
127 -0.0290204 -0.126661 -0.046673 
128 -0.0290204 -0.126661 -0.046673 
129 -0.0290204 -0.126661 -0.046673 
130 0.379274 0.233236 0.21606 
131 0.379274 0.233236 0.21606 
132 0.578778 0.595291 -0.317825 
133 0.578778 0.595291 -0.317825 
134 0.578778 0.595291 -0.317825 
135 0.578778 0.595291 -0.317825 
136 0.578778 0.595291 -0.317825 
137 1.75874 1.31399 -0.141577 
138 0.669851 2.43534 0.712788 
139 -0.415785 2.49797 0.0484513 
140 -0.415785 2.49797 0.0484513 
141 -0.0885144 1.43728 0.33312 
142 4.26682e-05 0.401866 -0.85289 
143 4.26682e-05 0.401866 -0.85289 
144 1.08204 -0.550728 0.258018 
145 1.36045 -1.27007 0.0731662 
146 1.36045 -1.27007 0.0731662 
147 1.54444 -1.21046 -0.196937 
148 1.57261 -1.17441 0.442374 
149 1.08524 -0.634113 0.137672 
150 0.404149 0.595293 -0.55583 
151 -0.404311 0.726159 -0.116498 
152 -0.404311 0.726159 -0.116498 
153 -0.404311 0.726159 -0.116498 
154 -0.404311 0.726159 -0.116498 
155 -0.404311 0.726159 -0.116498 
156 0.0197314 -0.141222 -0.649259 
157 0.701306 0.513506 -0.464871 
158 0.701306 0.513506 -0.464871 
159 0.735659 0.493393 0.57034 
160 -0.371233 0.173463 1.36513 
161 0.0630739 -0.0539516 1.49959 
162 0.0630739 -0.0539516 1.49959 
163 0.0630739 -0.0539516 1.49959 
164 0.0630739 -0.0539516 1.49959 
165 0.435588 0.743972 0.458185 
166 0.435588 0.743972 0.458185 
167 0.435588 0.743972 0.458185 
168 1.57572 1.69485 0.700018 
169 2.09267 1.36633 -0.133016 
170 2.09267 1.36633 -0.133016 
171 2.80762 1.99031 -1.20104 
172 2.29988 2.12287 -0.743105 
173 2.29988 2.12287 -0.743105 
174 2.12187 0.924961 -0.857204 
175 2.4059 -0.288313 -0.0762966 
176 2.14904 0.549985 0.962518 
177 1.69898 -0.431912 0.124909 
178 1.69898 -0.431912 0.124909 
179 1.69898 -0.431912 0.124909 
180 1.16409 -1.40509 -0.856519 
181 1.16409 -1.40509 -0.856519 
182 0.10293 -0.872932 -0.355685 
183 0.10293 -0.872932 -0.355685 
184 0.10293 -0.872932 -0.355685 
185 0.305943 -0.440364 -0.7995 
186 -0.827585 -0.584149 0.416329 
187 -0.827585 -0.584149 0.416329 
188 -0.269374 0.0453325 1.00192 
189 -0.269374 0.0453325 1.00192 
190 -0.269374 0.0453325 1.00192 
191 -0.269374 0.0453325 1.00192 
192 -0.511638 -0.472944 -0.181303 
193 -0.444505 0.546808 0.567491 
194 -0.444505 0.546808 0.567491 
195 -0.444505 0.546808 0.567491 
196 -0.444505 0.546808 0.567491 
197 -0.527533 0.0822022 0.273851 
198 -0.527533 0.0822022 0.273851 
199 -0.527533 0.0822022 0.273851 
200 -0.527533 0.0822022 0.273851 
201 -0.527533 0.0822022 0.273851 
202 -0.527533 0.0822022 0.273851 
203 -0.527533 0.0822022 0.273851 
204 0.391446 0.912256 -0.107956 
205 -0.0850754 0.94027 0.34008 
206 -0.0850754 0.94027 0.34008 
207 -0.0850754 0.94027 0.34008 
208 -0.151897 0.13717 1.14127 
209 -0.151897 0.13717 1.14127 
210 -0.577887 0.0990761 2.16256 
211 -0.577887 0.0990761 2.16256 
212 0.540026 0.61203 1.5513 
213 1.26424 -0.19198 1.18633 
214 1.26424 -0.19198 1.18633 
215 1.26424 -0.19198 1.18633 
216 1.60715 -0.364369 1.49818 
217 1.60715 -0.364369 1.49818 
218 1.60715 -0.364369 1.49818 
219 2.0242 0.811594 0.795503 
220 2.0242 0.811594 0.795503 
221 1.09898 1.09463 0.392654 
222 0.0149151 1.265 -0.316167 
223 0.0149151 1.265 -0.316167 
224 -0.81643 0.363651 0.727743 
225 -0.81643 0.363651 0.727743 
226 -0.81643 0.363651 0.727743 
227 -0.81643 0.363651 0.727743 
228 -0.748189 0.645066 0.483799 
229 -0.748189 0.645066 0.483799 
230 -0.748189 0.645066 0.483799 
231 -0.748189 0.645066 0.483799 
232 0.450287 0.464328 -0.503486 
233 0.662935 -0.2832 0.198918 
234 0.798959 0.63137 -0.412526 
235 0.798959 0.63137 -0.412526 
236 0.798959 0.63137 -0.412526 
237 0.798959 0.63137 -0.412526 
238 -0.365542 1.27789 0.269214 
239 0.599737 0.312678 0.016546 
240 0.599737 0.312678 0.016546 
241 0.599737 0.312678 0.016546 
242 0.599737 0.312678 0.016546 
243 0.599737 0.312678 0.016546 
244 0.843395 1.46291 -0.249109 
245 0.843395 1.46291 -0.249109 
246 0.562498 1.21299 -0.710859 
247 0.162131 0.651991 -0.116676 
248 0.162131 0.651991 -0.116676 
249 0.162131 0.651991 -0.116676 
250 0.162131 0.651991 -0.116676 
