                        1             -6.78056e-22             -6.78056e-22                        0
                        2             -7.27097e-22             -7.02576e-22              1.73383e-23
                        3             -7.02297e-22             -7.02483e-22              1.15591e-23
                        4             -6.85321e-22             -6.98193e-22              9.43211e-24
                        5             -6.60613e-22             -6.90677e-22              1.01059e-23
                        6             -6.90425e-22             -6.90635e-22               8.4217e-24
                        7             -6.40978e-22             -6.83541e-22              9.75921e-24
                        8             -6.97094e-22             -6.85235e-22               8.6851e-24
                        9             -6.56415e-22             -6.82033e-22              8.28942e-24
                       10             -7.27662e-22             -6.86596e-22              8.62538e-24
                       11             -7.41923e-22             -6.91626e-22              9.19148e-24
                       12             -6.80948e-22             -6.90736e-22              8.46848e-24
                       13              -7.3194e-22             -6.93905e-22              8.38925e-24
                       14             -7.89103e-22             -7.00705e-22              1.01794e-23
                       15             -7.27024e-22              -7.0246e-22              9.65079e-24
                       16             -6.65256e-22             -7.00135e-22              9.32352e-24
                       17             -7.03744e-22             -7.00347e-22               8.7775e-24
                       18             -6.46397e-22              -6.9735e-22               8.7867e-24
                       19             -6.93451e-22             -6.97144e-22              8.32664e-24
                       20             -6.28152e-22             -6.93695e-22              8.59522e-24
