                        1                        0                        0                        0                        0
                        1                 0.064633                        0                        0                        0
                        1                 0.129266                        0                        0                        0
                        1                 0.193899                        0                        0                        0
                        1                 0.258532                        0                        0                        0
                        1                 0.323165                        0                        0                        0
                        1                 0.387798                        0                        0                        0
                        1                 0.452431                        0                        0                        0
                        1                 0.517064                        0                        0                        0
                        1                 0.581697                        0                        0                        0
                        1                  0.64633                        0                        0                        0
                        1                 0.710963                        0                        0                        0
                        1                 0.775596                        0                        0                        0
                        1                  0.84023                        0                        0                        0
                        1                 0.904863                 0.140126                 0.140126                        0
                        1                 0.969496                   1.2218                   1.2218                        0
                        1                  1.03413                  1.94804                  1.94804                        0
                        1                  1.09876                  2.23427                  2.23427                        0
                        1                  1.16339                   2.1173                   2.1173                        0
                        1                  1.22803                  1.82252                  1.82252                        0
                        1                  1.29266                  1.53741                  1.53741                        0
                        1                  1.35729                  1.36942                  1.36942                        0
                        1                  1.42193                  1.33018                  1.33018                        0
                        1                  1.48656                  1.25102                  1.25102                        0
                        1                  1.55119                  1.16372                  1.16372                        0
                        1                  1.61583                  1.06754                  1.06754                        0
                        1                  1.68046                   1.0973                   1.0973                        0
                        1                  1.74509                  1.07668                  1.07668                        0
                        1                  1.80973                  1.00112                  1.00112                        0
                        1                  1.87436                  1.01843                  1.01843                        0
                        1                  1.93899                 0.991473                 0.991473                        0
                        1                  2.00362                  1.12533                  1.12533                        0
                        1                  2.06826                  1.04578                  1.04578                        0
                        1                  2.13289                  1.08447                  1.08447                        0
                        1                  2.19752                   1.0271                   1.0271                        0
                        1                  2.26216                  1.05493                  1.05493                        0
                        1                  2.32679                  1.05609                  1.05609                        0
                        1                  2.39142                  1.06107                  1.06107                        0
                        1                  2.45606                  1.06337                  1.06337                        0
                        1                  2.52069                  1.05289                  1.05289                        0
                        1                  2.58532                  1.05544                  1.05544                        0
                        1                  2.64995                  1.06413                  1.06413                        0
                        1                  2.71459                  1.04063                  1.04063                        0
                        1                  2.77922                  1.00084                  1.00084                        0
                        1                  2.84385                 0.992194                 0.992194                        0
                        1                  2.90849                  1.04924                  1.04924                        0
                        1                  2.97312                  1.02429                  1.02429                        0
                        1                  3.03775                  1.00145                  1.00145                        0
                        1                  3.10239                  1.06546                  1.06546                        0
                        1                  3.16702                   1.0469                   1.0469                        0
                        1                  3.23165                    1.002                    1.002                        0
                        1                  3.29629                  1.01244                  1.01244                        0
                        1                  3.36092                  1.00157                  1.00157                        0
                        1                  3.42555                  1.03083                  1.03083                        0
                        1                  3.49018                  1.03378                  1.03378                        0
                        1                  3.55482                 0.992963                 0.992963                        0
                        1                  3.61945                  1.01147                  1.01147                        0
                        1                  3.68408                  1.01588                  1.01588                        0
                        1                  3.74872                   1.0159                   1.0159                        0
                        1                  3.81335                 0.989437                 0.989437                        0
                        1                  3.87798                  1.01485                  1.01485                        0
                        1                  3.94262                  1.00117                  1.00117                        0
                        1                  4.00725                  0.98336                  0.98336                        0
                        1                  4.07188                   1.0038                   1.0038                        0
                        1                  4.13651                 0.973701                 0.973701                        0
                        1                  4.20115                 0.980835                 0.980835                        0
                        1                  4.26578                 0.976736                 0.976736                        0
                        1                  4.33041                  1.01126                  1.01126                        0
                        1                  4.39505                  1.00731                  1.00731                        0
                        1                  4.45968                 0.970393                 0.970393                        0
                        1                  4.52431                  1.00763                  1.00763                        0
                        1                  4.58895                  1.00526                  1.00526                        0
                        1                  4.65358                 0.982085                 0.982085                        0
                        1                  4.71821                  1.00808                  1.00808                        0
                        1                  4.78285                 0.976872                 0.976872                        0
                        1                  4.84748                 0.981997                 0.981997                        0
                        1                  4.91211                 0.966938                 0.966938                        0
                        1                  4.97674                 0.969589                 0.969589                        0
                        1                  5.04138                 0.983837                 0.983837                        0
                        1                  5.10601                  1.00933                  1.00933                        0
                        1                  5.17064                  1.00294                  1.00294                        0
                        1                  5.23528                  0.98538                  0.98538                        0
                        1                  5.29991                 0.998203                 0.998203                        0
                        1                  5.36454                 0.972715                 0.972715                        0
                        1                  5.42918                 0.970162                 0.970162                        0
                        1                  5.49381                  0.98538                  0.98538                        0
                        1                  5.55844                 0.972649                 0.972649                        0
                        1                  5.62307                 0.979201                 0.979201                        0
                        1                  5.68771                 0.984654                 0.984654                        0
                        1                  5.75234                 0.989892                 0.989892                        0
                        1                  5.81697                  0.96867                  0.96867                        0
                        1                  5.88161                 0.982164                 0.982164                        0
                        1                  5.94624                 0.967039                 0.967039                        0
                        1                  6.01087                 0.996535                 0.996535                        0
                        1                  6.07551                 0.993158                 0.993158                        0
                        1                  6.14014                 0.988506                 0.988506                        0
                        1                  6.20477                 0.979261                 0.979261                        0
                        1                   6.2694                  1.00257                  1.00257                        0
                        1                  6.33404                  0.98884                  0.98884                        0
                        1                  6.39867                 0.973584                 0.973584                        0
                        2                        0                        0                        0                        0
                        2                 0.064633                        0                        0                        0
                        2                 0.129266                        0                        0                        0
                        2                 0.193899                        0                        0                        0
                        2                 0.258532                        0                        0                        0
                        2                 0.323165                        0                        0                        0
                        2                 0.387798                        0                        0                        0
                        2                 0.452431                        0                        0                        0
                        2                 0.517064                        0                        0                        0
                        2                 0.581697                        0                        0                        0
                        2                  0.64633                        0                        0                        0
                        2                 0.710963                        0                        0                        0
                        2                 0.775596                        0                        0                        0
                        2                  0.84023                        0                        0                        0
                        2                 0.904863                 0.197214                  0.16867                0.0201838
                        2                 0.969496                  1.04466                  1.13323                 0.062628
                        2                  1.03413                   2.2166                  2.08232                0.0949493
