                        0                        0                        0
                0.0256496                        0                        0
                0.0512993                        0                        0
                0.0769489                        0                        0
                 0.102599                        0                        0
                 0.128248                        0                        0
                 0.153898                        0                        0
                 0.179547                        0                        0
                 0.205197                        0                        0
                 0.230847                        0                        0
                 0.256496                        0                        0
                 0.282146                        0                        0
                 0.307796                        0                        0
                 0.333445                        0                        0
                 0.359095                        0                        0
                 0.384745                        0                        0
                 0.410394                        0                        0
                 0.436044                        0                        0
                 0.461694                        0                        0
                 0.487343                        0                        0
                 0.512993                        0                        0
                 0.538642                        0                        0
                 0.564292                        0                        0
                 0.589942                        0                        0
                 0.615591                        0                        0
                 0.641241                        0                        0
                 0.666891                        0                        0
                  0.69254                        0                        0
                  0.71819                        0                        0
                  0.74384                        0                        0
                 0.769489                        0                        0
                 0.795139                        0                        0
                 0.820788                        0                        0
                 0.846438                        0                        0
                 0.872088               0.00137558              0.000255297
                 0.897737                0.0234718               0.00118424
                 0.923387                 0.169106               0.00180193
                 0.949037                 0.558593               0.00369258
                 0.974686                  1.19982               0.00828335
                  1.00034                  1.83629               0.00589188
                  1.02599                  2.33312               0.00721163
                  1.05164                  2.55924               0.00941621
                  1.07728                  2.54106               0.00612827
                  1.10293                   2.4199               0.00731091
                  1.12858                  2.20559               0.00780147
                  1.15423                  1.96814               0.00648104
                  1.17988                  1.76037                0.0085454
                  1.20553                   1.5709               0.00607478
                  1.23118                  1.39526               0.00544038
                  1.25683                  1.24505               0.00462157
                  1.28248                  1.12702               0.00482127
                  1.30813                  1.02436               0.00344564
                  1.33378                  0.94127               0.00311105
                  1.35943                 0.875693               0.00343575
                  1.38508                 0.817045               0.00258975
                  1.41073                 0.767278               0.00388768
                  1.43638                 0.739231               0.00404393
                  1.46203                 0.716004               0.00399384
                  1.48768                 0.689949               0.00437723
                  1.51333                 0.675571               0.00320965
                  1.53898                 0.667171               0.00314857
                  1.56463                 0.666099               0.00381411
                  1.59028                 0.673961               0.00298387
                  1.61593                 0.689664               0.00312413
                  1.64158                  0.69833               0.00325679
                  1.66723                 0.718783               0.00322218
                  1.69288                 0.748103                0.0036977
                  1.71853                 0.775131                0.0029496
                  1.74418                 0.809544               0.00298647
                  1.76983                 0.860065               0.00427296
                  1.79547                 0.894896               0.00328404
                  1.82112                  0.94141               0.00328559
                  1.84677                 0.981296               0.00424869
                  1.87242                  1.01519               0.00387686
                  1.89807                  1.05768               0.00376765
                  1.92372                  1.09061               0.00382542
                  1.94937                  1.13518                0.0025636
                  1.97502                   1.1655               0.00313279
                  2.00067                  1.18489               0.00266859
                  2.02632                  1.20316               0.00310982
                  2.05197                  1.21435               0.00397923
                  2.07762                  1.21389               0.00277713
                  2.10327                  1.20961                0.0028006
                  2.12892                      1.2               0.00341797
                  2.15457                  1.17825               0.00288541
                  2.18022                  1.15272               0.00444766
                  2.20587                  1.12534               0.00316108
                  2.23152                   1.0978               0.00315908
                  2.25717                  1.06268               0.00411767
                  2.28282                  1.03861               0.00271009
                  2.30847                  1.01401               0.00269321
                  2.33412                 0.988846               0.00268635
                  2.35977                 0.966357               0.00191323
                  2.38542                 0.947077               0.00240244
                  2.41107                 0.928447               0.00247727
                  2.43672                 0.917052               0.00379986
                  2.46237                 0.904158               0.00267372
                  2.48802                 0.895806               0.00321087
                  2.51366                 0.883672               0.00279647
                  2.53931                 0.885785               0.00270848
